pa_idx,game_date,roll_woba,roll_ba,roll_obp,roll_slg,roll_ops,window_pa
523,2026-08-12,0.3606,0.2826,0.33,0.5109,0.8409,100
524,2026-08-12,0.3517,0.2717,0.32,0.5,0.82,100
525,2026-08-13,0.3517,0.2717,0.32,0.5,0.82,100
526,2026-08-13,0.3587,0.2747,0.33,0.5055,0.8355,100
527,2026-08-13,0.3587,0.2747,0.33,0.5055,0.8355,100
528,2026-08-13,0.3517,0.2717,0.32,0.5,0.82,100
529,2026-08-13,0.3391,0.2609,0.31,0.4783,0.7883,100
530,2026-08-15,0.3186,0.25,0.3,0.4348,0.7348,100
531,2026-08-15,0.3186,0.25,0.3,0.4348,0.7348,100
532,2026-08-15,0.305,0.2418,0.3,0.3956,0.6956,100
533,2026-08-15,0.3139,0.2527,0.31,0.4066,0.7166,100
534,2026-08-17,0.3139,0.2527,0.31,0.4066,0.7166,100
535,2026-08-17,0.3139,0.2527,0.31,0.4066,0.7166,100
536,2026-08-17,0.3139,0.2527,0.31,0.4066,0.7166,100
537,2026-08-17,0.3171,0.2556,0.32,0.4111,0.7311,100
538,2026-08-17,0.3171,0.2556,0.32,0.4111,0.7311,100
539,2026-08-18,0.3171,0.2556,0.32,0.4111,0.7311,100
540,2026-08-18,0.3171,0.2556,0.32,0.4111,0.7311,100
541,2026-08-18,0.3174,0.2556,0.32,0.4111,0.7311,100
542,2026-08-18,0.3174,0.2556,0.32,0.4111,0.7311,100
543,2026-08-18,0.3174,0.2556,0.32,0.4111,0.7311,100
544,2026-08-19,0.3264,0.2667,0.33,0.4222,0.7522,100
545,2026-08-19,0.3264,0.2667,0.33,0.4222,0.7522,100
546,2026-08-19,0.3264,0.2667,0.33,0.4222,0.7522,100
547,2026-08-19,0.3318,0.2747,0.33,0.4396,0.7696,100
548,2026-08-21,0.3228,0.2637,0.32,0.4286,0.7486,100
549,2026-08-21,0.3228,0.2637,0.32,0.4286,0.7486,100
550,2026-08-21,0.3299,0.2667,0.33,0.4333,0.7633,100
551,2026-08-21,0.3137,0.2556,0.32,0.4,0.72,100
552,2026-08-21,0.3137,0.2556,0.32,0.4,0.72,100
553,2026-08-22,0.3227,0.2667,0.33,0.4111,0.7411,100
554,2026-08-22,0.3137,0.2556,0.32,0.4,0.72,100
555,2026-08-22,0.3137,0.2556,0.32,0.4,0.72,100
556,2026-08-22,0.3227,0.2667,0.33,0.4111,0.7411,100
557,2026-08-22,0.3137,0.2556,0.32,0.4,0.72,100
558,2026-08-23,0.3137,0.2556,0.32,0.4,0.72,100
559,2026-08-23,0.3137,0.2556,0.32,0.4,0.72,100
560,2026-08-23,0.3137,0.2556,0.32,0.4,0.72,100
561,2026-08-23,0.3137,0.2556,0.32,0.4,0.72,100
562,2026-08-24,0.3137,0.2556,0.32,0.4,0.72,100
563,2026-08-24,0.3137,0.2556,0.32,0.4,0.72,100
564,2026-08-24,0.3137,0.2556,0.32,0.4,0.72,100
565,2026-08-24,0.3047,0.2444,0.31,0.3889,0.6989,100
566,2026-08-25,0.3047,0.2444,0.31,0.3889,0.6989,100
567,2026-08-25,0.284,0.2333,0.3,0.3444,0.6444,100
568,2026-08-25,0.284,0.2333,0.3,0.3444,0.6444,100
569,2026-08-25,0.284,0.2333,0.3,0.3444,0.6444,100
570,2026-08-26,0.275,0.2222,0.29,0.3333,0.6233,100
571,2026-08-26,0.2543,0.2111,0.28,0.2889,0.5689,100
572,2026-08-26,0.2453,0.2,0.27,0.2778,0.5478,100
573,2026-08-26,0.2453,0.2,0.27,0.2778,0.5478,100
574,2026-08-26,0.2453,0.2,0.27,0.2778,0.5478,100
575,2026-08-28,0.2453,0.2,0.27,0.2778,0.5478,100
576,2026-08-28,0.2453,0.2,0.27,0.2778,0.5478,100
577,2026-08-28,0.2453,0.2,0.27,0.2778,0.5478,100
578,2026-08-28,0.2326,0.1889,0.26,0.2556,0.5156,100
579,2026-08-28,0.2415,0.2,0.27,0.2667,0.5367,100
580,2026-08-29,0.2415,0.2,0.27,0.2667,0.5367,100
581,2026-08-29,0.2415,0.2,0.27,0.2667,0.5367,100
582,2026-08-29,0.2326,0.1889,0.26,0.2556,0.5156,100
583,2026-08-29,0.2415,0.2,0.27,0.2667,0.5367,100
584,2026-08-29,0.2505,0.2111,0.28,0.2778,0.5578,100
585,2026-08-30,0.2576,0.2135,0.29,0.2809,0.5709,100
586,2026-08-30,0.2576,0.2135,0.29,0.2809,0.5709,100
587,2026-08-30,0.2486,0.2022,0.28,0.2697,0.5497,100
588,2026-08-30,0.2486,0.2022,0.28,0.2697,0.5497,100
589,2026-08-30,0.2486,0.2022,0.28,0.2697,0.5497,100
590,2026-08-31,0.2396,0.191,0.27,0.2584,0.5284,100
591,2026-08-31,0.2396,0.191,0.27,0.2584,0.5284,100
592,2026-08-31,0.2396,0.191,0.27,0.2584,0.5284,100
593,2026-08-31,0.2467,0.1932,0.28,0.2614,0.5414,100
594,2026-09-01,0.2594,0.2045,0.29,0.2841,0.5741,100
595,2026-09-01,0.2594,0.2022,0.29,0.2809,0.5709,100
596,2026-09-01,0.2504,0.191,0.28,0.2697,0.5497,100
597,2026-09-01,0.2377,0.1798,0.27,0.2472,0.5172,100
598,2026-09-01,0.2377,0.1798,0.27,0.2472,0.5172,100
599,2026-09-02,0.2377,0.1798,0.27,0.2472,0.5172,100
600,2026-09-02,0.2377,0.1798,0.27,0.2472,0.5172,100
601,2026-09-02,0.2377,0.1798,0.27,0.2472,0.5172,100
602,2026-09-02,0.2377,0.1798,0.27,0.2472,0.5172,100
